x r/reff,V2
0.001,5.5721447608758995e-05
0.001584893192461114,8.299670931577025e-05
0.0025118864315095794,0.00012120303864999612
0.003981071705534973,0.00017315950164472596
0.00630957344480193,0.00024145066686731507
0.01,0.0003277360055758486
0.01584893192461114,0.00043180363288788655
0.025118864315095808,0.000550491280509081
0.039810717055349734,0.000676756880810988
0.06309573444801933,0.0007993410330377076
0.1,0.0009035285037319698
0.10551130635362277,0.0009137294003316971
0.11132635768448033,0.0009234367674320438
0.11746189430880191,0.0009326263003740365
0.12393557915292853,0.0009412742832553859
0.13076604860118307,0.000949357682502436
0.13797296614612148,0.0009568542410066517
0.14557707899561445,0.0009637425723482641
0.15360027779971816,0.0009700022546364975
0.16206565966927625,0.0009756139435922856
0.17099759466766967,0.0009805593843391256
0.18042179596713107,0.0009848216196173517
0.19036539387158782,0.000988384998595766
0.20085701391913166,0.0009912352804158785
0.21192685928895372,0.0009933597147465812
0.22360679774997896,0.0009947471182013535
0.2359304534015059,0.0009953879460701867
0.2489333034699541,0.0009952743588152913
0.2626527804403767,0.0009944002828039162
0.277128379816754,0.0009927614647584633
0.2924017738212865,0.0009903555194324231
0.3085169313600048,0.0009871819700448636
0.3255202446000507,0.0009832422810364737
0.3434606625230216,0.0009785398827461486
0.36238983183884776,0.00097308018765107
0.3823622456658649,0.0009668705978526312
0.40343540040510245,0.0009599205150570968
0.4256699612603922,0.0009522412841125491
0.4491299368807998,0.0009438462408825134
0.4738828636281331,0.0009347506376248871
0.5,0.0009249716150102916
0.5058097201509613,0.0009227781885233838
0.5116869459983875,0.0009205541455418261
0.5176324619206888,0.0009182996903598979
0.5236470614103134,0.0009160150310459347
0.5297315471796477,0.0009137003794118566
0.5358867312681466,0.0009113559509806265
0.5421134351507092,0.0009089819649529481
0.548412489847313,0.0009065786441736496
0.5547847360339225,0.0009041462150965915
0.5612310241546865,0.000901684907748989
0.5677522145354387,0.0008991949556945342
0.5743491774985174,0.0008966765959962658
0.5810227934789198,0.0008941300691779924
0.5877739531418044,0.0008915556191848945
0.5946035575013605,0.0008889534933438325
0.6015125180410583,0.0008863239423223009
0.6085017568352955,0.0008836672200866149
0.6155722066724582,0.0008809835838592564
0.6227248111794115,0.0008782732940761474
0.6299605249474366,0.0008755366143415654
0.6372803136596311,0.0008727738113841709
0.6446851542197896,0.0008699851550102853
0.6521760348827821,0.0008671709180584334
0.6597539553864471,0.0008643313763513709
0.6674199270850172,0.0008614686167122799
0.675174973084095,0.0008585774965966947
0.6830201283771977,0.0008556637246815279
0.690956439983888,0.000852725780176726
0.6989849670895097,0.0008497639530931734
0.7071067811865476,0.0008467785361277828
0.7153229662176291,0.000843769824610863
0.7236346187201891,0.0008407381164536419
0.7320428479728127,0.0008376837120945404
0.7405487761432821,0.000834606914445229
0.7491535384383408,0.0008315080288354371
0.757858283255199,0.0008283873629581883
0.7666641723348002,0.0008252452268133881
0.7755723809168673,0.0008220819326515401
0.7845840978967508,0.0008188977949166884
0.7937005259840997,0.000815693130188438
0.8029228818633765,0.0008124682571243288
0.8122523963562355,0.0008092234964007906
0.8216903145857902,0.0008059591706542481
0.8312378961427878,0.0008026756044209818
0.8408964152537145,0.0007993731240778614
0.8506671609508557,0.0007960520577809414
0.86055143724433,0.0007927127354050445
0.8705505632961241,0.0007893554884820479
0.8806658735961485,0.00078598065013938
0.8908987181403393,0.0007825885550375841
0.9012504626108302,0.0007791795393078353
0.9117224885582168,0.0007757539404892108
0.9223161935859392,0.0007723120974654808
0.9330329915368074,0.0007688543504012921
0.9438743126816934,0.0007653810406789027
0.9548416039104166,0.0007618925108335545
0.9659363289248455,0.0007583891044896035
0.9771599684342459,0.000754871166295677
0.988514020352896,0.0007513390418600706
1.0,0.0007477930776856771
1.0184788644360523,0.0007421453567965137
1.0372991973029506,0.0007364651285634967
1.056467308549538,0.0007307537905032583
1.075989624725346,0.0007250127239584526
1.0958726911352443,0.0007192433327598426
1.1161231740339044,0.0007134470164052905
1.1367478628608134,0.000707625175928515
1.1577536725165907,0.0007017792132413115
1.1791476456813665,0.0006959105304749664
1.2009369551760027,0.0006900205293243428
1.2231289063669455,0.0006841106103930684
1.2457309396155174,0.0006781821725404954
1.2687506327724687,0.0006722366122328301
1.2921957037186267,0.0006662753228954498
1.3160740129524926,0.0006602996942709237
1.340393566225653,0.0006543111117798284
1.3651625172268935,0.000648310955886936
1.3903891703159095,0.0006423006014721633
1.4160819833075324,0.0006362814172074986
1.4422495703074083,0.0006302547649393769
1.4689007046000737,0.0006242219990790428
1.4960443215904002,0.0006181844659983879
1.5236895217993953,0.0006121435034338733
1.5518455739153598,0.0006061004398984435
1.5805219179014296,0.0006000565941016961
1.6097281681605395,0.000594013274379321
1.6394741167588731,0.0005879717781304264
1.6697697367088769,0.0005819333912661579
1.700625185312943,0.0005758993876670958
1.7320508075688774,0.0005698710286517883
1.7640571396382976,0.0005638495624556422
1.796654912379124,0.000557836223721508
1.8298550549433454,0.0005518322330009948
1.8636686984412687,0.0005458387962684916
1.898107179673479,0.0005398571044470894
1.933182044931763,0.0005338883329468729
1.9689050538702673,0.0005279336412164593
2.0052881834481946,0.0005219941723071785
2.0423436319453514,0.0005160710524513539
2.080083823051904,0.0005101653906539288
2.118521410033706,0.0005042782780373205
2.157669279974593,0.0004984107881622922
2.1975405580970784,0.000492563976288243
2.238148612162881,0.0004867388785468697
2.2795070569547775,0.00048093651218239427
2.3216297588412695,0.00047515787506245656
2.3645308404256022,0.00046940394537183937
2.4082246852806923,0.0004636756813233361
2.4527259427715493,0.0004579740208826024
2.4980495329668133,0.00045229988150866015
2.544210651641051,0.0004466541599108593
2.5912247753694864,0.0004410377319417144
2.639107666716879,0.00043545145188538523
2.687875379522287,0.00042989615294901937
2.7375442642814822,0.0004243726469151461
2.7881309736288324,0.0004188817234936007
2.839652467920478,0.0004134241502563835
2.8921260209206823,0.00040800067409563884
2.945569225593255,0.0004026120184426098
3.0,0.0003972588905419556
3.2186034573732254,0.00037703813089236715
3.453136071938293,0.0003573865972755198
3.704758566640263,0.0003383348277322278
3.974716243773808,0.00031990849438199486
4.264345148095967,0.0003021284744108892
4.575078679031472,0.0002850109641223226
4.908454684695076,0.0002685676341040455
5.2661230728397905,0.00025280582093638613
5.649853976398354,0.0002377287510901963
6.06154651402987,0.00022333579359070025
6.503238189028388,0.00020962273441633514
6.977114973109454,0.0001965820705531185
7.485522124980195,0.00018420331592121638
8.030975797235008,0.00017247331664535742
8.616175489020431,0.00016137656971714363
9.244017406098536,0.0001508955407018784
9.917608794429006,0.00014101097670152598
10.6402833182081,0.00013170221065560888
11.415617558471746,0.00012294745309499163
12.247448713915892,0.00011472406983739275
13.139893591536982,0.00010698999718646967
14.097368981079072,9.974266340665307e-05
15.124613514122386,9.295835633933122e-05
16.22671111599604,8.661017569068952e-05
17.40911616658047,8.067682664166563e-05
18.677680494522672,7.513404559339121e-05
20.038682338461037,6.997214430430673e-05
21.49885741859149,6.515811832724319e-05
23.065432272350872,6.0673178639592695e-05
24.74616001919883,5.649667936530282e-05
26.549358731501474,5.2606635604175484e-05
28.483952601417553,4.8983728317307344e-05
30.559516107525866,4.5611437731073035e-05
